idcar_200m;i_est_200;lcog_geo;noeud_delegue;lon_mid;lat_mid;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_av45;log_45_70;log_70_90;log_ap90;log_inc;log_soc;ind_0_3;ind_4_5;ind_6_10;ind_11_17;ind_18_24;ind_25_39;ind_40_54;ind_55_64;ind_65_79;ind_80p;ind_inc
CRS3035RES200mN2743000E3617400;0;37214;23264;0.65854347;47.40133;29.5;12;1;3;0;10;1;1117855.8;1793;0;12;2;7;3;0;0;0;0;0;5;3.5;1;0;7;3;4;6;0
CRS3035RES200mN2743000E3617600;0;37214;31913;0.6611744;47.401558;70;30;0;9;1;23;3;2049542.4;3255;4;26;7;16;6;1;0;0;4;3;2;6;6;12;13;9;11;4;0
CRS3035RES200mN2743000E3617800;0;37214;16518;0.66380537;47.401783;77;43;1;18;0;39;1;2473121;4923;0;43;20;15;7;1;0;0;2;1;3;2;2;2;12;25;19;9;0
CRS3035RES200mN2743000E3618000;0;37214;29080;0.6664363;47.40201;262;141;10;62;6;52;18;7081910.6;10759;116;25;5;19;1;116;0;9;5;1;11.5;16.5;20;60;44;24;45;35;0
CRS3035RES200mN2743000E3618200;0;37214;16840;0.66906726;47.402237;134;69;20;36;3;3;13;2236480.8;4435;69;0;0;51;0;8;10;59;2.5;3.5;7;16;15;17;42;12;12;7;0
CRS3035RES200mN2743000E3618400;0;37214;29172;0.6716983;47.402462;104;56;4;29;3;38;2;3397953.1;5382;35;21;19;1;6;29;1;0;0;0;5;5;10;13;17;11;29;14;0
CRS3035RES200mN2743000E3618600;0;37214;38497;0.6743293;47.40269;43;21;3;9;3;17;1;1332919.5;2549;0;21;9;0;12;0;0;0;0;1;4;4;3;4;6;6;8;7;0
CRS3035RES200mN2743000E3618800;0;37214;40198;0.67696035;47.402916;160;70;5;22;4;59;8;4689981.7;6203;7;63;56;10;0;4;0;0;3;5;9;7;23;15;32;34;26;6;0
CRS3035RES200mN2743000E3619000;0;3726137214;37843;0.6795914;47.40314;183;124;16;81;2;62;8;4821649.4;8674;109;15;12;3;108;0;1;0;1;0.5;5.5;7;14;50;25;25;35;20;0
CRS3035RES200mN2743000E3619200;0;37261;1051;0.6822225;47.40337;34;19;5;12;2;2;2;624268.2;1043;18;1;15;0;0;4;0;0;0;0;2;3;12;7;5;3;0;2;0
CRS3035RES200mN2743000E3619400;0;37261;5132;0.6848536;47.403595;355;203;16;103;3;65;18;9955412.4;14794;198;5;25;2;0;176;0;0;13;3.5;11;17.5;37;117;41;43;45;27;0
CRS3035RES200mN2743000E3619600;0;37261;11019;0.68748474;47.40382;19;11;2;6;0;0;0;442892.2;1042;8;3;3;0;0;8;0;0;1;0;2;0;3;4;3;1;5;0;0
CRS3035RES200mN2743000E3619800;0;37261;17830;0.69011587;47.404045;176;94;10;45;5;22;18;4474386.7;6612;69;25;1;4;1;88;0;26;6.5;7.5;8.5;15.5;16;66;31;8;15;2;0
CRS3035RES200mN2743000E3620000;1;37261;17831;0.69274706;47.404274;29;10.5;0;3.5;2.2;7;0.9;803012.2;1235.9;3.1;7.4;1.3;6.1;1.8;1.3;0;0;1.3;0.9;1.1;3.3;5;3.1;6.5;3.5;1.7;2.6;0
CRS3035RES200mN2743000E3620200;0;37261;23634;0.69537824;47.4045;185.5;107;21;64;5;39;11;4491006.1;6422;80;27;57;18;12;20;0;11;9.5;1.5;7;11.5;21;62;30;24;16;3;0
CRS3035RES200mN2743000E3620400;0;37261;329;0.6980095;47.404724;190;117;9;71;2;32;11;4613366.9;6305;96;21;21;10;3;83;0;6;7;2;10;13;14;34;31;8;27;44;0
CRS3035RES200mN2743000E3620600;0;37261;330;0.7006407;47.40495;108;43;6;11;4;33;5;3145314.3;4714;5;38;11;22;7;3;0;0;2;0;5.5;12.5;14;13;26;18;10;7;0
CRS3035RES200mN2743000E3620800;0;37261;7065;0.7032719;47.405174;45;17;1;6;3;9;2;1285526.9;2060;4;13;4;3;2;8;0;0;1;1;5;3;8;7;13;4;2;1;0
CRS3035RES200mN2743000E3621000;0;37261;7060;0.70590323;47.4054;115.5;59;3;25;4;43;4;3685502.8;5934;34;25;12;4;5;38;0;0;0;2.5;4;4;8;16;14;13;39;15;0
CRS3035RES200mN2743000E3621200;0;37261;5305;0.70853454;47.405624;130;48;4;12;6;45;6;4117448.4;5295;1;47;34;8;2;4;0;0;3.5;3.5;6.5;18.5;11;12;32;16;17;10;0
CRS3035RES200mN2743000E3621400;0;37261;26444;0.71116585;47.405853;120;47;2;15;5;38;5;3382493;4372;6;41;26;5;9;7;0;0;5.5;6;11.5;16;4;24;24;9;12;7;1
CRS3035RES200mN2743000E3621600;0;37261;19177;0.71379715;47.40608;74.5;34;3;11;0;29;3;2168049.4;3060;7;27;10;3;16;5;0;3;1;1;5;8;1.5;9;14;11;17;7;0
CRS3035RES200mN2743000E3621800;1;37261;19238;0.7164285;47.406303;24;9.9;1.7;3.3;0.8;9.9;0;516156.9;965;0;9.9;0.8;6.6;0.8;1.7;0;0;2.5;1.7;2.5;0;0.8;1.7;3.3;4.1;3.3;4.1;0
CRS3035RES200mN2743000E3622000;1;37261;3151;0.7190599;47.40653;3;1.3;0.1;0.3;0.1;1;0.1;81852.4;124.1;0.2;1.1;0.4;0.4;0.2;0.3;0;0;0;0.1;0.1;0.2;0.1;0.5;0.6;0.5;0.6;0.3;0
CRS3035RES200mN2743000E3622200;1;37261;16722;0.7216913;47.406754;7;3.1;0.3;0.8;0.2;2.4;0.3;190989;289.6;0.5;2.6;1;1;0.4;0.7;0;0;0.1;0.2;0.2;0.5;0.4;1.2;1.3;1;1.3;0.8;0
CRS3035RES200mN2743000E3622400;0;37261;23572;0.72432274;47.40698;33;11;0;0;1;10;0;908958.6;1151;0;11;1;3;4;3;0;0;1;0;0;4;2;3;8;5;6;4;0
CRS3035RES200mN2743000E3622600;0;;2586;0.72695416;47.407204
CRS3035RES200mN2743000E3622800;1;37203;2585;0.72958565;47.40743;3;1.3;0.1;0.3;0.1;1;0.1;81852.4;124.1;0.2;1.1;0.4;0.4;0.2;0.3;0;0;0;0.1;0.1;0.2;0.1;0.5;0.6;0.5;0.6;0.3;0
CRS3035RES200mN2743000E3623000;0;;29981;0.7322171;47.407654
CRS3035RES200mN2743000E3623200;0;37203;29950;0.7348486;47.40788;31.5;12;1;2;1;11;2;927378.1;1399;0;12;11;1;0;0;0;0;3;0;1.5;3;3;3;9;4;2;3;0
CRS3035RES200mN2743000E3623400;1;37203;27589;0.7374801;47.408104;17;6.4;0.3;1;0.4;6.1;0.6;495582.1;798.3;0;6.4;0.6;1;2.8;2;0;0;0.6;0.4;1.4;1.3;1.2;2.9;3.8;1.3;2.8;1.3;0
CRS3035RES200mN2743000E3623600;1;37203;-1;0.74011165;47.40833;3;1.1;0.1;0.2;0.1;1.1;0.1;87455.7;140.9;0;1.1;0.1;0.2;0.5;0.3;0;0;0.1;0.1;0.3;0.2;0.2;0.5;0.7;0.2;0.5;0.2;0
CRS3035RES200mN2743000E3623800;1;37203;28887;0.74274325;47.40855;6;2.3;0.1;0.4;0.2;2.2;0.2;174911.3;281.8;0;2.3;0.2;0.4;1;0.7;0;0;0.2;0.2;0.5;0.4;0.4;1;1.3;0.5;1;0.5;0
CRS3035RES200mN2743000E3624000;1;37203;26630;0.7453748;47.408775;8;2.9;0.2;0.6;0.6;2.5;0.2;231073.6;411.7;0;2.9;1.3;0.3;1;0.3;0;0;0;0.3;0.6;1;0.7;0.7;1.6;0.4;2.2;0.5;0
CRS3035RES200mN2743000E3624200;1;37203;-1;0.7480064;47.409;14;5.1;0.4;1.1;1.1;4.4;0.4;404378.8;720.6;0;5.1;2.3;0.5;1.8;0.5;0;0;0;0.5;1.1;1.8;1.2;1.3;2.8;0.7;3.7;0.9;0
CRS3035RES200mN2743000E3624400;1;37203;18646;0.75063807;47.409225;9;3.3;0.2;0.7;0.7;2.8;0.2;259957.8;463.2;0;3.3;1.5;0.3;1.1;0.4;0;0;0;0.3;0.7;1.1;0.8;0.8;1.8;0.5;2.4;0.6;0
CRS3035RES200mN2743000E3624600;1;37203;28928;0.7532697;47.40945;4;1.5;0.1;0.3;0.3;1.3;0.1;115536.8;205.9;0;1.5;0.7;0.1;0.5;0.2;0;0;0;0.1;0.3;0.5;0.4;0.4;0.8;0.2;1.1;0.2;0
CRS3035RES200mN2743000E3624800;0;37203;28932;0.75590134;47.409676;92;43;7;14;1;32;5;2575974.2;3948;7;36;35;6;1;1;0;0;4;3;4;4;11;16;21;11;11;7;0
CRS3035RES200mN2743000E3625000;0;37203;28978;0.75853306;47.409897;175.5;88;24;44;4;22;17;3792775;6702;66;22;32;36;19;1;0;51;13;9.5;6;17;12;31;34;18;30;5;0
CRS3035RES200mN2743000E3625200;0;37203;16182;0.7611648;47.410122;26;12;2;3;0;9;1;732680;1532;2;10;4;7;1;0;0;0;0;0;4;2;0;4;8;3;3;2;0
CRS3035RES200mN2743000E3625400;0;37203;31920;0.7637965;47.410347;39;12;1;3;5;10;0;1157568.9;1537;1;11;9;2;0;1;0;0;2;1;4;4;5;7;8;8;0;0;0
CRS3035RES200mN2743000E3625600;0;37203;29421;0.76642823;47.410572;64;22;3;7;4;15;3;1782846.1;2779;6;16;17;3;1;1;0;0;2;3;3;11;9;9;8;13;2;4;0
CRS3035RES200mN2743000E3625800;0;37203;10377;0.76906;47.410793;28.5;11;1;5;2;8;1;994495.4;1483;2;9;8;2;0;1;0;0;0;1;1;5.5;5;0;10;5;1;0;0
CRS3035RES200mN2743000E3626000;1;37203;10381;0.7716918;47.41102;9;3.4;0.1;0.9;0.5;2.5;0;232069.9;396.5;0;3.4;2;0.1;0.8;0.5;0;0;0.2;0.2;0.4;1.2;0.7;1.3;2.4;1;1.3;0.3;0
CRS3035RES200mN2743000E3626200;1;37203;10391;0.7743236;47.411243;9;3.4;0.1;0.9;0.5;2.5;0;232069.9;396.5;0;3.4;2;0.1;0.8;0.5;0;0;0.2;0.2;0.4;1.2;0.7;1.3;2.4;1;1.3;0.3;0
CRS3035RES200mN2743000E3626400;0;37203;29541;0.7769554;47.41147;34;14;3;5;0;14;1;918132.6;1436;0;14;11;1;2;0;0;0;0;0;2;4;4;6;7;6;5;0;0
CRS3035RES200mN2743000E3626600;0;3720337281;29572;0.77958727;47.41169;29;17;0;9;0;16;1;828182.8;2099;0;17;14;0;3;0;0;0;0;0;0;1;3;2;9;5;4;5;0
CRS3035RES200mN2743000E3626800;0;3728137203;-1;0.7822192;47.411915;51;21;0;5;2;17;2;1488852.4;2837;2;19;19;0;1;1;0;0;2;2;3;2;4;5;11;6;11;5;0
CRS3035RES200mN2743000E3627000;1;37281;-1;0.7848511;47.41214;21;9;0.9;2.4;0.6;7.5;0.6;678680.6;1134;0;9;5.7;0.3;2.7;0.3;0;0;0.3;0.3;0.3;1.8;2.4;3.3;3.6;3;3.9;2.1;0
CRS3035RES200mN2743000E3627200;0;37281;-1;0.787483;47.41236;38;16;3;5;2;10;5;812110.6;1089;0;16;16;0;0;0;0;0;2;0;0;6;7;4;14;3;0;2;0
CRS3035RES200mN2743000E3627400;1;37281;-1;0.7901149;47.412586;21;9;0.9;2.4;0.6;7.5;0.6;678680.6;1134;0;9;5.7;0.3;2.7;0.3;0;0;0.3;0.3;0.3;1.8;2.4;3.3;3.6;3;3.9;2.1;0
CRS3035RES200mN2743000E3627600;0;37281;-1;0.79274684;47.412807;38.5;15;2;5;1;13;0;1212252.2;1881;0;15;13;2;0;0;0;0;2;0;2;6.5;1;4;11;1;8;3;0
CRS3035RES200mN2743000E3627800;1;37281;-1;0.79537886;47.413033;5;2.1;0.2;0.6;0.1;1.8;0.1;161590.6;270;0;2.1;1.3;0.1;0.6;0.1;0;0;0.1;0.1;0.1;0.4;0.6;0.8;0.8;0.7;0.9;0.5;0
CRS3035RES200mN2743000E3628000;0;37281;-1;0.7980108;47.413254;115.5;52;7;17;4;30;6;2998959.5;5185;10;42;37;7;6;2;0;0;4;2;6;12.5;10;17;30;11;17;6;0
CRS3035RES200mN2743000E3628200;1;37281;-1;0.80064285;47.41348;7;3.2;0.3;0.9;0.1;2.5;0.3;196607.7;414.2;0;3.2;1.3;0.2;1.3;0.4;0;0;0.1;0;0.4;0.7;0.4;0.3;1.6;1.1;1.8;0.6;0
CRS3035RES200mN2743000E3628400;1;37281;-1;0.80327487;47.4137;2.5;1.2;0.1;0.3;0;0.9;0.1;70217;147.9;0;1.2;0.5;0.1;0.5;0.1;0;0;0;0;0.1;0.2;0.2;0.1;0.6;0.4;0.7;0.2;0
CRS3035RES200mN2743000E3628600;1;37281;-1;0.80590695;47.413925;1;0.5;0;0.1;0;0.4;0;28086.8;59.2;0;0.5;0.2;0;0.2;0.1;0;0;0;0;0;0.1;0.1;0;0.2;0.2;0.3;0.1;0
CRS3035RES200mN2743000E3628800;0;37281;-1;0.80853903;47.414146;37.5;17;1;8;1;15;0;1169022.9;1895;0;17;12;3;0;2;0;0;1;0;0.5;7;2;4;11;1;4;7;0
CRS3035RES200mN2743000E3629000;1;37281;-1;0.8111711;47.41437;1;0.4;0;0;0.1;0.2;0;33891.3;46.5;0;0.4;0.1;0;0.1;0.2;0;0;0.1;0;0;0;0.1;0.2;0.2;0.2;0.1;0.1;0
CRS3035RES200mN2743200E3599200;1;37150;-1;0.41888627;47.382225;15;6;0;1.3;0.4;5.2;0.3;346884.9;662.3;0;6;0.9;0.1;2.1;2.9;0;0;0.6;0.3;1;1.7;0.5;2.6;3.7;1.6;2.3;0.7;0
CRS3035RES200mN2743200E3599400;1;37150;-1;0.42151538;47.382454;16;6.4;0;1.4;0.4;5.6;0.3;370010.5;706.5;0;6.4;1;0.1;2.2;3.1;0;0;0.7;0.3;1;1.8;0.5;2.8;4;1.7;2.5;0.7;0
CRS3035RES200mN2743200E3599600;0;37150;-1;0.42414448;47.382687;51;24;0;6;0;19;3;1097708.1;2374;1;23;23;0;0;1;0;0;0;0.5;1.5;5;4;2;8;7;12;11;0
CRS3035RES200mN2743200E3599800;0;37150;-1;0.4267736;47.38292;56;31;2;14;0;24;2;1362520.6;3085;3;28;29;0;0;1;1;0;0;1.5;4.5;4;4;8;10;10;11;3;0
CRS3035RES200mN2743200E3600000;1;37150;-1;0.42940277;47.383152;26;8.7;0.8;0.8;1.2;7.8;0.8;692197;1096.1;0;8.7;3.3;0;2.5;2.9;0;0;0.4;0.8;1.4;3.5;2.1;5;5.8;2.9;3.7;0.4;0
CRS3035RES200mN2743200E3600200;0;37150;-1;0.43203196;47.383385;56;17;1;0;1;12;2;1206282.7;1468;0;17;0;0;4;13;0;4;6;3;11;2;3;17;9;1;4;0;0
CRS3035RES200mN2743200E3600400;1;37150;-1;0.43466115;47.383617;20;6.7;0.6;0.6;1;6;0.6;532459.3;843.2;0;6.7;2.6;0;1.9;2.2;0;0;0.3;0.6;1.1;2.7;1.6;3.8;4.5;2.2;2.9;0.3;0
CRS3035RES200mN2743200E3600800;1;37150;-1;0.4399196;47.384083;1;0.3;0;0;0;0.3;0;26623;42.2;0;0.3;0.1;0;0.1;0.1;0;0;0;0;0.1;0.1;0.1;0.2;0.2;0.1;0.2;0;0
CRS3035RES200mN2743200E3601800;1;37150;-1;0.4530661;47.38524;2;0.9;0;0.1;0;0.9;0;53755.7;105.7;0;0.9;0.7;0;0.2;0;0;0;0;0;0.1;0.2;0.1;0.2;0.7;0.3;0.4;0;0
CRS3035RES200mN2743200E3602000;1;37150;-1;0.45569548;47.38547;2;0.7;0.1;0.1;0;0.5;0;50664.6;79.6;0;0.7;0.6;0;0.1;0;0;0;0;0;0.1;0;0.2;0.3;0.5;0.4;0.4;0.1;0
CRS3035RES200mN2743200E3602200;1;37150;-1;0.45832488;47.385704;3;1.1;0.1;0.2;0.1;0.8;0.1;75996.8;119.3;0;1.1;0.9;0;0.2;0;0;0;0;0;0.2;0.1;0.3;0.5;0.7;0.6;0.5;0.1;0
CRS3035RES200mN2743200E3603000;1;37150;-1;0.46884266;47.386627;3;1.1;0.1;0.2;0.1;0.8;0.1;75996.8;119.3;0;1.1;0.9;0;0.2;0;0;0;0;0;0.2;0.1;0.3;0.5;0.7;0.6;0.5;0.1;0
CRS3035RES200mN2743200E3604000;0;;1171;0.48199034;47.387783
CRS3035RES200mN2743200E3606800;1;37217;-1;0.5188067;47.39101;4.5;1.9;0.2;0.5;0.1;1.8;0.2;121972.7;208.5;0;1.9;0.9;0.4;0.5;0.1;0;0;0.1;0.1;0.3;0.3;0.4;0.8;0.9;0.8;0.5;0.3;0
CRS3035RES200mN2743200E3607000;1;37217;27154;0.5214366;47.39124;3;1.3;0.1;0.3;0.1;1.2;0.1;81315.1;139;0;1.3;0.6;0.3;0.3;0.1;0;0;0;0.1;0.2;0.2;0.3;0.5;0.6;0.6;0.3;0.2;0
CRS3035RES200mN2743200E3607200;1;37217;27161;0.5240665;47.39147;7;2.9;0.3;0.8;0.2;2.7;0.3;189735.3;324.3;0;2.9;1.3;0.6;0.8;0.2;0;0;0.1;0.2;0.5;0.4;0.7;1.2;1.4;1.3;0.8;0.4;0
CRS3035RES200mN2743200E3607400;1;3721737139;-1;0.52669644;47.3917;2;0.8;0.1;0.2;0.1;0.8;0.1;54210.1;92.7;0;0.8;0.4;0.2;0.2;0;0;0;0;0.1;0.2;0.1;0.2;0.3;0.4;0.4;0.2;0.1;0
CRS3035RES200mN2743200E3607600;1;3713937217;13434;0.5293264;47.39193;4;1.7;0.2;0.4;0.1;1.6;0.2;108420.2;185.3;0;1.7;0.8;0.3;0.5;0.1;0;0;0.1;0.1;0.3;0.3;0.4;0.7;0.8;0.7;0.4;0.2;0
CRS3035RES200mN2743200E3608000;0;;27072;0.53458637;47.39239
CRS3035RES200mN2743200E3608200;0;;8679;0.5372164;47.39262
CRS3035RES200mN2743200E3608400;1;37139;17564;0.5398464;47.39285;7;3.1;0;1;0.1;2.9;0.4;189957.9;293.6;0;3.1;1.3;0.4;0.9;0.5;0;0;0;0.1;0.2;0.6;1;0.6;2;1.1;0.8;0.6;0
CRS3035RES200mN2743200E3608600;0;37139;19534;0.54247653;47.393078;42;12;0;1;3;12;0;1150829.2;1492;0;12;0;0;3;9;0;0;1;0;3;6;8;5;15;3;1;0;0
CRS3035RES200mN2743200E3608800;0;37139;2103;0.5451066;47.393307;121.5;40;3;3;7;32;7;3093820.2;4411;0;40;0;0;8;32;0;3;2;3;7;20.5;18;6;36;13;9;7;0
CRS3035RES200mN2743200E3609000;0;37139;35182;0.5477367;47.39354;105.5;51;3;21;2;33;6;2549864.4;4687;14;37;0;0;47;4;0;15;3;1;5.5;11;9;11;27;12;20;6;0
CRS3035RES200mN2743200E3609200;0;37139;33702;0.5503668;47.39377;67;32;0;13;3;29;2;1708260.4;3082;0;32;0;0;30;2;0;2;1;1;2;4;6;5;20;3;18;7;0
CRS3035RES200mN2743200E3609400;0;37139;27499;0.552997;47.393997;66;34;6;16;1;16;1;1490623.2;2613;15;19;0;7;27;0;0;18;1;1;3.5;1.5;5;9;16;13;12;4;0
CRS3035RES200mN2743200E3609600;0;37139;40622;0.55562717;47.394226;111;37;1;3;4;25;0;2852445.5;3965;0;37;0;1;9;27;0;0;3;1;10;9;13;15;28;15;14;3;0
CRS3035RES200mN2743200E3609800;0;37139;17956;0.55825734;47.394455;112;37;4;4;6;27;6;2734176.9;3714;0;37;0;0;2;34;1;8;2.5;2;5;20;14.5;10;38;8;10;2;0
CRS3035RES200mN2743200E3610000;1;37139;21696;0.5608876;47.394684;23;8.1;0.3;1.2;1.6;6.8;0.3;800774.4;1197.2;0;8.1;2.8;0;1.3;4;0;0;0.3;0.9;1.6;2.5;2.8;2.5;6.5;1.2;4.4;0.3;0
CRS3035RES200mN2743200E3610400;1;37139;-1;0.56614804;47.39514;12;4.2;0.2;0.6;0.8;3.6;0.2;417795.3;624.6;0;4.2;1.5;0;0.6;2.1;0;0;0.2;0.5;0.8;1.3;1.4;1.3;3.4;0.6;2.3;0.2;0
CRS3035RES200mN2743200E3610600;1;37139;13842;0.56877834;47.39537;4;1.4;0.1;0.2;0.3;1.2;0.1;139265.1;208.2;0;1.4;0.5;0;0.2;0.7;0;0;0;0.2;0.3;0.4;0.5;0.4;1.1;0.2;0.8;0.1;0
CRS3035RES200mN2743200E3610800;1;37139;17807;0.5714086;47.3956;2;0.7;0;0.1;0.1;0.6;0;69632.6;104.1;0;0.7;0.2;0;0.1;0.4;0;0;0;0.1;0.1;0.2;0.3;0.2;0.6;0.1;0.4;0;0
CRS3035RES200mN2743200E3611000;1;3713937109;-1;0.5740389;47.39583;10;3.9;0.5;0.8;0.2;3.3;0.2;307681.4;585.6;0.3;3.6;2;0.5;1.1;0.3;0;0;0.5;0.3;0.9;0.6;0.6;1.3;2.5;1.4;1.7;0.2;0
CRS3035RES200mN2743200E3611200;1;3713937109;27387;0.5766693;47.396057;4;1.6;0.2;0.3;0.1;1.3;0.1;123072.6;234.2;0.1;1.5;0.8;0.2;0.5;0.1;0;0;0.2;0.1;0.4;0.2;0.2;0.5;1;0.6;0.7;0.1;0
CRS3035RES200mN2743200E3611400;1;3710937139;-1;0.5792996;47.396286;2;0.8;0.1;0.2;0;0.7;0;61536.3;117.1;0.1;0.7;0.4;0.1;0.2;0.1;0;0;0.1;0.1;0.2;0.1;0.1;0.3;0.5;0.3;0.3;0;0
CRS3035RES200mN2743200E3611600;1;3710937139;36932;0.58193004;47.396515;9;3.5;0.4;0.7;0.1;3;0.1;276913.3;527.1;0.3;3.2;1.8;0.4;1;0.3;0;0;0.4;0.3;0.8;0.6;0.6;1.1;2.3;1.3;1.5;0.1;0
CRS3035RES200mN2743200E3611800;0;37109;13002;0.58456045;47.396744;39;12;0;0;0;12;1;1140771.5;1692;0;12;1;0;2;9;0;0;2;0;6;7;1;4;14;3;2;0;0
CRS3035RES200mN2743200E3612000;0;37109;36906;0.58719087;47.396973;49;20;0;1;0;20;0;1573065.1;2058;0;20;1;1;11;7;0;0;1;0;2;2;3;8;7;16;9;1;0
CRS3035RES200mN2743200E3612200;0;37109;36922;0.5898213;47.397198;72.5;28;1;4;2;28;0;2213052.6;2951;0;28;0;0;11;17;0;0;3;0;2;7;4.5;8;16;16;15;1;0
CRS3035RES200mN2743200E3612400;0;37109;35426;0.59245175;47.397427;83;33;1;5;4;31;2;2332151.6;3533;0;33;6;1;24;2;0;0;3;0;4;6;9;9;15;13;21;3;0
CRS3035RES200mN2743200E3612600;1;37109;39377;0.5950822;47.397655;35;13.2;0.7;1.3;1.3;11.2;0.7;1100850.3;1651.6;0;13.2;2;1.3;2;7.9;0;0;2.6;0;1.3;4;2.6;4.6;6.6;6;3.3;4;0
CRS3035RES200mN2743200E3612800;0;37109;7513;0.59771276;47.397884;136.5;53;4;9;8;24;11;3233987;5266;0;53;1;0;9;43;0;28;2;4.5;10;17.5;11.5;16;31;21;16;7;0
CRS3035RES200mN2743200E3613000;1;37109;23964;0.6003433;47.398113;25;10.1;0.5;2.1;0.9;6.8;0.5;739686;1160.8;0;10.1;1.9;0.2;4.7;3.3;0;1.7;0.9;0.9;1.1;1.8;1.7;4;5.4;3.1;5.4;0.7;0
CRS3035RES200mN2743200E3613200;0;37109;33419;0.6029738;47.39834;50;18;0;4;2;18;0;1538021.5;2344;0;18;0;0;9;9;0;0;0;1;1;10;4;2;15;6;8;3;0
CRS3035RES200mN2743200E3613400;0;37109;19960;0.6056044;47.398567;78.5;24;2;4;5;21;1;2362483;3174;0;24;9;0;1;12;2;0;4.5;1;7;13;8;7;24;7;6;1;0
CRS3035RES200mN2743200E3613600;1;37109;11918;0.608235;47.398796;8;3.2;0.2;0.7;0.3;2.2;0.2;236699.5;371.5;0;3.2;0.6;0.1;1.5;1;0;0.5;0.3;0.3;0.4;0.6;0.5;1.3;1.7;1;1.7;0.2;0
CRS3035RES200mN2743200E3613800;0;;1930;0.6108656;47.399025
CRS3035RES200mN2743200E3614200;0;37109;6658;0.6161269;47.39948;26;12;0;4;0;10;0;796256.1;1534;0;12;6;1;4;1;0;0;2;0;1;1;1;4;4;0;10;3;0
CRS3035RES200mN2743200E3614400;1;37109;9451;0.61875755;47.399708;25;9.1;0.1;1.7;1;8.1;0.6;748449.4;1283.2;0;9.1;1.6;0.6;3.5;3.4;0;0;0.8;0.4;1.5;3.1;2.9;1.6;5.4;2.9;5.2;1.2;0
CRS3035RES200mN2743200E3614600;0;37109;32737;0.62138826;47.399933;51.5;16;0;0;1;12;0;1752822.4;2326;0;16;1;0;8;7;0;0;2;1.5;9;6;1;10;12;4;4;2;0
CRS3035RES200mN2743200E3614800;1;37109;6561;0.62401897;47.40016;21.5;7.8;0.1;1.5;0.8;7;0.5;643666.4;1103.5;0;7.8;1.4;0.5;3;2.9;0;0;0.7;0.3;1.2;2.7;2.5;1.4;4.7;2.5;4.5;1;0
CRS3035RES200mN2743200E3615000;0;37109;-1;0.62664974;47.40039;46;17;0;1;2;16;2;1656993.3;2517;0;17;1;0;15;1;0;0;0;0;0;4;8;1;7;10;11;5;0
CRS3035RES200mN2743200E3615200;0;37109;22144;0.62928045;47.400616;73;25;1;2;2;25;1;2566290.8;3646;0;25;0;1;10;14;0;0;1;1;5;11;1;8;14;10;16;6;0
CRS3035RES200mN2743200E3615400;0;37109;29283;0.6319113;47.400845;64.5;26;1;5;2;24;2;1885617.3;3262;0;26;8;4;5;9;0;0;2;0;8;4.5;4;6;15;15;6;4;0
CRS3035RES200mN2743200E3615600;1;37109;18297;0.63454205;47.401073;10.5;4.2;0.1;0.7;0.1;2.8;0.8;310604.9;504.1;0;4.2;0.8;0.8;0.9;1.7;0;0;0;0.3;0.5;1.3;1.1;1.3;2.6;2;1.3;0.1;0
CRS3035RES200mN2743200E3615800;1;37109;31829;0.6371729;47.4013;11.5;4.6;0.1;0.7;0.1;3;0.9;340186.3;552.1;0;4.6;0.8;0.9;1;1.9;0;0;0;0.3;0.6;1.4;1.2;1.4;2.9;2.2;1.4;0.1;0
CRS3035RES200mN2743200E3616000;0;37109;22873;0.6398037;47.401527;35;14;0;1;1;12;1;1051798.7;1321;0;14;0;1;11;2;0;0;0;1;1;5;1;4;9;2;8;4;0
CRS3035RES200mN2743200E3616200;1;37109;11442;0.6424346;47.401752;11;4.7;0.3;0.6;0;4.2;0.3;317497.8;535.5;0;4.7;1.8;0.3;1.8;0.8;0;0;0;0.1;0.1;1.4;0.3;1;2.4;2;2.6;1.1;0
CRS3035RES200mN2743200E3616400;1;3710937214;26669;0.6450655;47.40198;5;2.1;0.1;0.3;0;1.9;0.1;144317.2;243.4;0;2.1;0.8;0.1;0.8;0.4;0;0;0;0.1;0.1;0.6;0.1;0.5;1.1;0.9;1.1;0.5;0
CRS3035RES200mN2743200E3616600;0;;13366;0.6476964;47.402206
CRS3035RES200mN2743200E3616800;1;3721437109;16691;0.6503273;47.402435;11;4.7;0.3;0.6;0;4.2;0.3;317497.8;535.5;0;4.7;1.8;0.3;1.8;0.8;0;0;0;0.1;0.1;1.4;0.3;1;2.4;2;2.6;1.1;0
CRS3035RES200mN2743200E3617000;0;37214;29016;0.6529583;47.40266;19;11;0;5;0;11;0;654571.2;1828;0;11;2;0;9;0;0;0;1;1;0;0;0;1;1;3;8;4;0
CRS3035RES200mN2743200E3617200;1;37214;-1;0.6555892;47.40289;23;7.2;1;1;1.9;7.2;0.5;765287.6;1507.9;0;7.2;1.9;0.5;2.9;1.9;0;0;0.9;1;2.4;2.4;1.4;2.4;4.3;2.9;4.8;0.5;0
CRS3035RES200mN2743200E3617400;0;37214;19573;0.6582202;47.403114;181.5;114;8;59;1;26;9;4467395;6972;106;8;0;0;6;107;1;27;6.5;1.5;5;2.5;35;78;11;14;23;5;0
